t,m,c,o,d,value
1825,Sn,scrap,EU27,EU27,0.6392935978287502
1825,Sn,scrap,EU27,CHN,0.00794702029852492
1825,Sn,scrap,EU27,ROW,0.3527593818727249
1825,Sn,scrap,CHN,EU27,0.6392935978287502
1825,Sn,scrap,CHN,CHN,0.007947020298524917
1825,Sn,scrap,CHN,ROW,0.3527593818727248
1825,Sn,scrap,ROW,EU27,0.6392935978287503
1825,Sn,scrap,ROW,CHN,0.00794702029852492
1825,Sn,scrap,ROW,ROW,0.3527593818727249
1826,Zn,concentrate,EU27,EU27,0.3135973684405491
1826,Zn,concentrate,EU27,CHN,0.0019449369543214437
1826,Zn,concentrate,EU27,ROW,0.6844576946051295
1826,Zn,concentrate,CHN,EU27,0.31359736844054903
1826,Zn,concentrate,CHN,CHN,0.0019449369543214435
1826,Zn,concentrate,CHN,ROW,0.6844576946051294
1826,Zn,concentrate,ROW,EU27,0.31359736844054903
1826,Zn,concentrate,ROW,CHN,0.0019449369543214432
1826,Zn,concentrate,ROW,ROW,0.6844576946051295
1826,Zn,refined_metal,EU27,EU27,0.28891186526549834
1826,Zn,refined_metal,EU27,CHN,0.0015980478255724457
1826,Zn,refined_metal,EU27,ROW,0.7094900869089293
1826,Zn,refined_metal,CHN,EU27,0.2889118652654983
1826,Zn,refined_metal,CHN,CHN,0.0015980478255724457
1826,Zn,refined_metal,CHN,ROW,0.7094900869089292
1826,Zn,refined_metal,ROW,EU27,0.28891186526549834
1826,Zn,refined_metal,ROW,CHN,0.0015980478255724455
1826,Zn,refined_metal,ROW,ROW,0.7094900869089292
1826,Zn,scrap,EU27,EU27,0.5656378354528668
1826,Zn,scrap,EU27,CHN,0.1840331778212685
1826,Zn,scrap,EU27,ROW,0.25032898672586457
1826,Zn,scrap,CHN,EU27,0.5656378354528668
1826,Zn,scrap,CHN,CHN,0.1840331778212685
1826,Zn,scrap,CHN,ROW,0.25032898672586457
1826,Zn,scrap,ROW,EU27,0.5656378354528668
1826,Zn,scrap,ROW,CHN,0.18403317782126852
1826,Zn,scrap,ROW,ROW,0.25032898672586457
1826,Ni,concentrate,EU27,EU27,0.0040127325551739396
1826,Ni,concentrate,EU27,CHN,0.00010162279903577454
1826,Ni,concentrate,EU27,ROW,0.9958856446457902
1826,Ni,concentrate,CHN,EU27,0.00401273255517394
1826,Ni,concentrate,CHN,CHN,0.00010162279903577454
1826,Ni,concentrate,CHN,ROW,0.9958856446457902
1826,Ni,concentrate,ROW,EU27,0.00401273255517394
1826,Ni,concentrate,ROW,CHN,0.00010162279903577455
1826,Ni,concentrate,ROW,ROW,0.9958856446457903
1826,Ni,refined_metal,EU27,EU27,0.3434938369055783
1826,Ni,refined_metal,EU27,CHN,0.0008460339668365289
1826,Ni,refined_metal,EU27,ROW,0.6556601291275853
1826,Ni,refined_metal,CHN,EU27,0.3434938369055783
1826,Ni,refined_metal,CHN,CHN,0.0008460339668365289
1826,Ni,refined_metal,CHN,ROW,0.6556601291275852
1826,Ni,refined_metal,ROW,EU27,0.34349383690557833
1826,Ni,refined_metal,ROW,CHN,0.0008460339668365289
1826,Ni,refined_metal,ROW,ROW,0.6556601291275852
1826,Ni,scrap,EU27,EU27,0.29116694388883535
1826,Ni,scrap,EU27,CHN,0.0048440281591370605
1826,Ni,scrap,EU27,ROW,0.7039890279520276
1826,Ni,scrap,CHN,EU27,0.29116694388883535
1826,Ni,scrap,CHN,CHN,0.00484402815913706
1826,Ni,scrap,CHN,ROW,0.7039890279520276
1826,Ni,scrap,ROW,EU27,0.29116694388883535
1826,Ni,scrap,ROW,CHN,0.0048440281591370605
1826,Ni,scrap,ROW,ROW,0.7039890279520276
1826,Sn,concentrate,EU27,EU27,0.12654212882487229
1826,Sn,concentrate,EU27,CHN,0.00037945126482644137
1826,Sn,concentrate,EU27,ROW,0.8730784199103012
1826,Sn,concentrate,CHN,EU27,0.12654212882487229
1826,Sn,concentrate,CHN,CHN,0.00037945126482644137
1826,Sn,concentrate,CHN,ROW,0.8730784199103012
1826,Sn,concentrate,ROW,EU27,0.12654212882487226
1826,Sn,concentrate,ROW,CHN,0.00037945126482644137
1826,Sn,concentrate,ROW,ROW,0.8730784199103013
1826,Sn,refined_metal,EU27,EU27,0.3020388662767664
1826,Sn,refined_metal,EU27,CHN,0.012961630106231482
1826,Sn,refined_metal,EU27,ROW,0.6849995036170022
1826,Sn,refined_metal,CHN,EU27,0.30203886627676635
1826,Sn,refined_metal,CHN,CHN,0.012961630106231479
1826,Sn,refined_metal,CHN,ROW,0.6849995036170022
1826,Sn,refined_metal,ROW,EU27,0.30203886627676635
1826,Sn,refined_metal,ROW,CHN,0.012961630106231479
1826,Sn,refined_metal,ROW,ROW,0.6849995036170022
1826,Sn,scrap,EU27,EU27,0.6392935978287502
1826,Sn,scrap,EU27,CHN,0.00794702029852492
1826,Sn,scrap,EU27,ROW,0.3527593818727249
1826,Sn,scrap,CHN,EU27,0.6392935978287502
1826,Sn,scrap,CHN,CHN,0.007947020298524917
1826,Sn,scrap,CHN,ROW,0.3527593818727248
1826,Sn,scrap,ROW,EU27,0.6392935978287503
1826,Sn,scrap,ROW,CHN,0.00794702029852492
1826,Sn,scrap,ROW,ROW,0.3527593818727249
1827,Zn,concentrate,EU27,EU27,0.3135973684405491
1827,Zn,concentrate,EU27,CHN,0.0019449369543214437
1827,Zn,concentrate,EU27,ROW,0.6844576946051295
1827,Zn,concentrate,CHN,EU27,0.31359736844054903
1827,Zn,concentrate,CHN,CHN,0.0019449369543214435
1827,Zn,concentrate,CHN,ROW,0.6844576946051294
1827,Zn,concentrate,ROW,EU27,0.31359736844054903
1827,Zn,concentrate,ROW,CHN,0.0019449369543214432
1827,Zn,concentrate,ROW,ROW,0.6844576946051295
1827,Zn,refined_metal,EU27,EU27,0.28891186526549834
1827,Zn,refined_metal,EU27,CHN,0.0015980478255724457
1827,Zn,refined_metal,EU27,ROW,0.7094900869089293
1827,Zn,refined_metal,CHN,EU27,0.2889118652654983
1827,Zn,refined_metal,CHN,CHN,0.0015980478255724457
1827,Zn,refined_metal,CHN,ROW,0.7094900869089292
1827,Zn,refined_metal,ROW,EU27,0.28891186526549834
1827,Zn,refined_metal,ROW,CHN,0.0015980478255724455
1827,Zn,refined_metal,ROW,ROW,0.7094900869089292
1827,Zn,scrap,EU27,EU27,0.5656378354528668
1827,Zn,scrap,EU27,CHN,0.1840331778212685
1827,Zn,scrap,EU27,ROW,0.25032898672586457
1827,Zn,scrap,CHN,EU27,0.5656378354528668
1827,Zn,scrap,CHN,CHN,0.1840331778212685
1827,Zn,scrap,CHN,ROW,0.25032898672586457
1827,Zn,scrap,ROW,EU27,0.5656378354528668
1827,Zn,scrap,ROW,CHN,0.18403317782126852
1827,Zn,scrap,ROW,ROW,0.25032898672586457
1827,Ni,concentrate,EU27,EU27,0.0040127325551739396
1827,Ni,concentrate,EU27,CHN,0.00010162279903577454
1827,Ni,concentrate,EU27,ROW,0.9958856446457902
1827,Ni,concentrate,CHN,EU27,0.00401273255517394
1827,Ni,concentrate,CHN,CHN,0.00010162279903577454
1827,Ni,concentrate,CHN,ROW,0.9958856446457902
1827,Ni,concentrate,ROW,EU27,0.00401273255517394
1827,Ni,concentrate,ROW,CHN,0.00010162279903577455
1827,Ni,concentrate,ROW,ROW,0.9958856446457903
1827,Ni,refined_metal,EU27,EU27,0.3434938369055783
1827,Ni,refined_metal,EU27,CHN,0.0008460339668365289
1827,Ni,refined_metal,EU27,ROW,0.6556601291275853
1827,Ni,refined_metal,CHN,EU27,0.3434938369055783
1827,Ni,refined_metal,CHN,CHN,0.0008460339668365289
1827,Ni,refined_metal,CHN,ROW,0.6556601291275852
1827,Ni,refined_metal,ROW,EU27,0.34349383690557833
1827,Ni,refined_metal,ROW,CHN,0.0008460339668365289
1827,Ni,refined_metal,ROW,ROW,0.6556601291275852
1827,Ni,scrap,EU27,EU27,0.29116694388883535
1827,Ni,scrap,EU27,CHN,0.0048440281591370605
1827,Ni,scrap,EU27,ROW,0.7039890279520276
1827,Ni,scrap,CHN,EU27,0.29116694388883535
1827,Ni,scrap,CHN,CHN,0.00484402815913706
1827,Ni,scrap,CHN,ROW,0.7039890279520276
1827,Ni,scrap,ROW,EU27,0.29116694388883535
1827,Ni,scrap,ROW,CHN,0.0048440281591370605
1827,Ni,scrap,ROW,ROW,0.7039890279520276
1827,Sn,concentrate,EU27,EU27,0.12654212882487229
1827,Sn,concentrate,EU27,CHN,0.00037945126482644137
1827,Sn,concentrate,EU27,ROW,0.8730784199103012
1827,Sn,concentrate,CHN,EU27,0.12654212882487229
1827,Sn,concentrate,CHN,CHN,0.00037945126482644137
1827,Sn,concentrate,CHN,ROW,0.8730784199103012
1827,Sn,concentrate,ROW,EU27,0.12654212882487226
1827,Sn,concentrate,ROW,CHN,0.00037945126482644137
1827,Sn,concentrate,ROW,ROW,0.8730784199103013
1827,Sn,refined_metal,EU27,EU27,0.3020388662767664
1827,Sn,refined_metal,EU27,CHN,0.012961630106231482
1827,Sn,refined_metal,EU27,ROW,0.6849995036170022
1827,Sn,refined_metal,CHN,EU27,0.30203886627676635
1827,Sn,refined_metal,CHN,CHN,0.012961630106231479
1827,Sn,refined_metal,CHN,ROW,0.6849995036170022
1827,Sn,refined_metal,ROW,EU27,0.30203886627676635
1827,Sn,refined_metal,ROW,CHN,0.012961630106231479
1827,Sn,refined_metal,ROW,ROW,0.6849995036170022
1827,Sn,scrap,EU27,EU27,0.6392935978287502
1827,Sn,scrap,EU27,CHN,0.00794702029852492
1827,Sn,scrap,EU27,ROW,0.3527593818727249
1827,Sn,scrap,CHN,EU27,0.6392935978287502
1827,Sn,scrap,CHN,CHN,0.007947020298524917
1827,Sn,scrap,CHN,ROW,0.3527593818727248
1827,Sn,scrap,ROW,EU27,0.6392935978287503
1827,Sn,scrap,ROW,CHN,0.00794702029852492
1827,Sn,scrap,ROW,ROW,0.3527593818727249
1828,Zn,concentrate,EU27,EU27,0.3135973684405491
1828,Zn,concentrate,EU27,CHN,0.0019449369543214437
1828,Zn,concentrate,EU27,ROW,0.6844576946051295
1828,Zn,concentrate,CHN,EU27,0.31359736844054903
1828,Zn,concentrate,CHN,CHN,0.0019449369543214435
1828,Zn,concentrate,CHN,ROW,0.6844576946051294
1828,Zn,concentrate,ROW,EU27,0.31359736844054903
1828,Zn,concentrate,ROW,CHN,0.0019449369543214432
1828,Zn,concentrate,ROW,ROW,0.6844576946051295
1828,Zn,refined_metal,EU27,EU27,0.28891186526549834
1828,Zn,refined_metal,EU27,CHN,0.0015980478255724457
1828,Zn,refined_metal,EU27,ROW,0.7094900869089293
1828,Zn,refined_metal,CHN,EU27,0.2889118652654983
1828,Zn,refined_metal,CHN,CHN,0.0015980478255724457
1828,Zn,refined_metal,CHN,ROW,0.7094900869089292
1828,Zn,refined_metal,ROW,EU27,0.28891186526549834
1828,Zn,refined_metal,ROW,CHN,0.0015980478255724455
1828,Zn,refined_metal,ROW,ROW,0.7094900869089292
1828,Zn,scrap,EU27,EU27,0.5656378354528668
1828,Zn,scrap,EU27,CHN,0.1840331778212685
1828,Zn,scrap,EU27,ROW,0.25032898672586457
1828,Zn,scrap,CHN,EU27,0.5656378354528668
1828,Zn,scrap,CHN,CHN,0.1840331778212685
1828,Zn,scrap,CHN,ROW,0.25032898672586457
1828,Zn,scrap,ROW,EU27,0.5656378354528668
1828,Zn,scrap,ROW,CHN,0.18403317782126852
1828,Zn,scrap,ROW,ROW,0.25032898672586457
1828,Ni,concentrate,EU27,EU27,0.0040127325551739396
1828,Ni,concentrate,EU27,CHN,0.00010162279903577454
1828,Ni,concentrate,EU27,ROW,0.9958856446457902
1828,Ni,concentrate,CHN,EU27,0.00401273255517394
1828,Ni,concentrate,CHN,CHN,0.00010162279903577454
1828,Ni,concentrate,CHN,ROW,0.9958856446457902
1828,Ni,concentrate,ROW,EU27,0.00401273255517394
1828,Ni,concentrate,ROW,CHN,0.00010162279903577455
1828,Ni,concentrate,ROW,ROW,0.9958856446457903
1828,Ni,refined_metal,EU27,EU27,0.3434938369055783
1828,Ni,refined_metal,EU27,CHN,0.0008460339668365289
1828,Ni,refined_metal,EU27,ROW,0.6556601291275853
1828,Ni,refined_metal,CHN,EU27,0.3434938369055783
1828,Ni,refined_metal,CHN,CHN,0.0008460339668365289
1828,Ni,refined_metal,CHN,ROW,0.6556601291275852
1828,Ni,refined_metal,ROW,EU27,0.34349383690557833
1828,Ni,refined_metal,ROW,CHN,0.0008460339668365289
1828,Ni,refined_metal,ROW,ROW,0.6556601291275852
1828,Ni,scrap,EU27,EU27,0.29116694388883535
1828,Ni,scrap,EU27,CHN,0.0048440281591370605
1828,Ni,scrap,EU27,ROW,0.7039890279520276
1828,Ni,scrap,CHN,EU27,0.29116694388883535
1828,Ni,scrap,CHN,CHN,0.00484402815913706
1828,Ni,scrap,CHN,ROW,0.7039890279520276
1828,Ni,scrap,ROW,EU27,0.29116694388883535
1828,Ni,scrap,ROW,CHN,0.0048440281591370605
1828,Ni,scrap,ROW,ROW,0.7039890279520276
1828,Sn,concentrate,EU27,EU27,0.12654212882487229
1828,Sn,concentrate,EU27,CHN,0.00037945126482644137
1828,Sn,concentrate,EU27,ROW,0.8730784199103012
1828,Sn,concentrate,CHN,EU27,0.12654212882487229
1828,Sn,concentrate,CHN,CHN,0.00037945126482644137
1828,Sn,concentrate,CHN,ROW,0.8730784199103012
1828,Sn,concentrate,ROW,EU27,0.12654212882487226
1828,Sn,concentrate,ROW,CHN,0.00037945126482644137
1828,Sn,concentrate,ROW,ROW,0.8730784199103013
1828,Sn,refined_metal,EU27,EU27,0.3020388662767664
1828,Sn,refined_metal,EU27,CHN,0.012961630106231482
1828,Sn,refined_metal,EU27,ROW,0.6849995036170022
1828,Sn,refined_metal,CHN,EU27,0.30203886627676635
1828,Sn,refined_metal,CHN,CHN,0.012961630106231479
1828,Sn,refined_metal,CHN,ROW,0.6849995036170022
1828,Sn,refined_metal,ROW,EU27,0.30203886627676635
1828,Sn,refined_metal,ROW,CHN,0.012961630106231479
1828,Sn,refined_metal,ROW,ROW,0.6849995036170022
1828,Sn,scrap,EU27,EU27,0.6392935978287502
1828,Sn,scrap,EU27,CHN,0.00794702029852492
1828,Sn,scrap,EU27,ROW,0.3527593818727249
1828,Sn,scrap,CHN,EU27,0.6392935978287502
1828,Sn,scrap,CHN,CHN,0.007947020298524917
1828,Sn,scrap,CHN,ROW,0.3527593818727248
1828,Sn,scrap,ROW,EU27,0.6392935978287503
1828,Sn,scrap,ROW,CHN,0.00794702029852492
1828,Sn,scrap,ROW,ROW,0.3527593818727249
1829,Zn,concentrate,EU27,EU27,0.3135973684405491
1829,Zn,concentrate,EU27,CHN,0.0019449369543214437
1829,Zn,concentrate,EU27,ROW,0.6844576946051295
1829,Zn,concentrate,CHN,EU27,0.31359736844054903
1829,Zn,concentrate,CHN,CHN,0.0019449369543214435
1829,Zn,concentrate,CHN,ROW,0.6844576946051294
1829,Zn,concentrate,ROW,EU27,0.31359736844054903
1829,Zn,concentrate,ROW,CHN,0.0019449369543214432
1829,Zn,concentrate,ROW,ROW,0.6844576946051295
1829,Zn,refined_metal,EU27,EU27,0.28891186526549834
1829,Zn,refined_metal,EU27,CHN,0.0015980478255724457
1829,Zn,refined_metal,EU27,ROW,0.7094900869089293
1829,Zn,refined_metal,CHN,EU27,0.2889118652654983
1829,Zn,refined_metal,CHN,CHN,0.0015980478255724457
1829,Zn,refined_metal,CHN,ROW,0.7094900869089292
1829,Zn,refined_metal,ROW,EU27,0.28891186526549834
1829,Zn,refined_metal,ROW,CHN,0.0015980478255724455
1829,Zn,refined_metal,ROW,ROW,0.7094900869089292
1829,Zn,scrap,EU27,EU27,0.5656378354528668
1829,Zn,scrap,EU27,CHN,0.1840331778212685
1829,Zn,scrap,EU27,ROW,0.25032898672586457
1829,Zn,scrap,CHN,EU27,0.5656378354528668
1829,Zn,scrap,CHN,CHN,0.1840331778212685
1829,Zn,scrap,CHN,ROW,0.25032898672586457
1829,Zn,scrap,ROW,EU27,0.5656378354528668
1829,Zn,scrap,ROW,CHN,0.18403317782126852
1829,Zn,scrap,ROW,ROW,0.25032898672586457
1829,Ni,concentrate,EU27,EU27,0.0040127325551739396
1829,Ni,concentrate,EU27,CHN,0.00010162279903577454
1829,Ni,concentrate,EU27,ROW,0.9958856446457902
1829,Ni,concentrate,CHN,EU27,0.00401273255517394
1829,Ni,concentrate,CHN,CHN,0.00010162279903577454
1829,Ni,concentrate,CHN,ROW,0.9958856446457902
1829,Ni,concentrate,ROW,EU27,0.00401273255517394
1829,Ni,concentrate,ROW,CHN,0.00010162279903577455
1829,Ni,concentrate,ROW,ROW,0.9958856446457903
1829,Ni,refined_metal,EU27,EU27,0.3434938369055783
1829,Ni,refined_metal,EU27,CHN,0.0008460339668365289
1829,Ni,refined_metal,EU27,ROW,0.6556601291275853
1829,Ni,refined_metal,CHN,EU27,0.3434938369055783
1829,Ni,refined_metal,CHN,CHN,0.0008460339668365289
1829,Ni,refined_metal,CHN,ROW,0.6556601291275852
1829,Ni,refined_metal,ROW,EU27,0.34349383690557833
1829,Ni,refined_metal,ROW,CHN,0.0008460339668365289
1829,Ni,refined_metal,ROW,ROW,0.6556601291275852
1829,Ni,scrap,EU27,EU27,0.29116694388883535
1829,Ni,scrap,EU27,CHN,0.0048440281591370605
1829,Ni,scrap,EU27,ROW,0.7039890279520276
1829,Ni,scrap,CHN,EU27,0.29116694388883535
1829,Ni,scrap,CHN,CHN,0.00484402815913706
1829,Ni,scrap,CHN,ROW,0.7039890279520276
1829,Ni,scrap,ROW,EU27,0.29116694388883535
1829,Ni,scrap,ROW,CHN,0.0048440281591370605
1829,Ni,scrap,ROW,ROW,0.7039890279520276
1829,Sn,concentrate,EU27,EU27,0.12654212882487229
1829,Sn,concentrate,EU27,CHN,0.00037945126482644137
1829,Sn,concentrate,EU27,ROW,0.8730784199103012
1829,Sn,concentrate,CHN,EU27,0.12654212882487229
1829,Sn,concentrate,CHN,CHN,0.00037945126482644137
1829,Sn,concentrate,CHN,ROW,0.8730784199103012
1829,Sn,concentrate,ROW,EU27,0.12654212882487226
1829,Sn,concentrate,ROW,CHN,0.00037945126482644137
1829,Sn,concentrate,ROW,ROW,0.8730784199103013
1829,Sn,refined_metal,EU27,EU27,0.3020388662767664
1829,Sn,refined_metal,EU27,CHN,0.012961630106231482
1829,Sn,refined_metal,EU27,ROW,0.6849995036170022
1829,Sn,refined_metal,CHN,EU27,0.30203886627676635
1829,Sn,refined_metal,CHN,CHN,0.012961630106231479
1829,Sn,refined_metal,CHN,ROW,0.6849995036170022
1829,Sn,refined_metal,ROW,EU27,0.30203886627676635
1829,Sn,refined_metal,ROW,CHN,0.012961630106231479
1829,Sn,refined_metal,ROW,ROW,0.6849995036170022
1829,Sn,scrap,EU27,EU27,0.6392935978287502
1829,Sn,scrap,EU27,CHN,0.00794702029852492
1829,Sn,scrap,EU27,ROW,0.3527593818727249
1829,Sn,scrap,CHN,EU27,0.6392935978287502
1829,Sn,scrap,CHN,CHN,0.007947020298524917
1829,Sn,scrap,CHN,ROW,0.3527593818727248
1829,Sn,scrap,ROW,EU27,0.6392935978287503
1829,Sn,scrap,ROW,CHN,0.00794702029852492
1829,Sn,scrap,ROW,ROW,0.3527593818727249
1830,Zn,concentrate,EU27,EU27,0.3135973684405491
1830,Zn,concentrate,EU27,CHN,0.0019449369543214437
1830,Zn,concentrate,EU27,ROW,0.6844576946051295
1830,Zn,concentrate,CHN,EU27,0.31359736844054903
1830,Zn,concentrate,CHN,CHN,0.0019449369543214435
1830,Zn,concentrate,CHN,ROW,0.6844576946051294
1830,Zn,concentrate,ROW,EU27,0.31359736844054903
1830,Zn,concentrate,ROW,CHN,0.0019449369543214432
1830,Zn,concentrate,ROW,ROW,0.6844576946051295
1830,Zn,refined_metal,EU27,EU27,0.28891186526549834
1830,Zn,refined_metal,EU27,CHN,0.0015980478255724457
1830,Zn,refined_metal,EU27,ROW,0.7094900869089293
1830,Zn,refined_metal,CHN,EU27,0.2889118652654983
1830,Zn,refined_metal,CHN,CHN,0.0015980478255724457
1830,Zn,refined_metal,CHN,ROW,0.7094900869089292
1830,Zn,refined_metal,ROW,EU27,0.28891186526549834
1830,Zn,refined_metal,ROW,CHN,0.0015980478255724455
1830,Zn,refined_metal,ROW,ROW,0.7094900869089292
1830,Zn,scrap,EU27,EU27,0.5656378354528668
1830,Zn,scrap,EU27,CHN,0.1840331778212685
1830,Zn,scrap,EU27,ROW,0.25032898672586457
1830,Zn,scrap,CHN,EU27,0.5656378354528668
1830,Zn,scrap,CHN,CHN,0.1840331778212685
1830,Zn,scrap,CHN,ROW,0.25032898672586457
1830,Zn,scrap,ROW,EU27,0.5656378354528668
1830,Zn,scrap,ROW,CHN,0.18403317782126852
1830,Zn,scrap,ROW,ROW,0.25032898672586457
1830,Ni,concentrate,EU27,EU27,0.0040127325551739396
1830,Ni,concentrate,EU27,CHN,0.00010162279903577454
1830,Ni,concentrate,EU27,ROW,0.9958856446457902
1830,Ni,concentrate,CHN,EU27,0.00401273255517394
1830,Ni,concentrate,CHN,CHN,0.00010162279903577454
1830,Ni,concentrate,CHN,ROW,0.9958856446457902
1830,Ni,concentrate,ROW,EU27,0.00401273255517394
1830,Ni,concentrate,ROW,CHN,0.00010162279903577455
1830,Ni,concentrate,ROW,ROW,0.9958856446457903
1830,Ni,refined_metal,EU27,EU27,0.3434938369055783
1830,Ni,refined_metal,EU27,CHN,0.0008460339668365289
1830,Ni,refined_metal,EU27,ROW,0.6556601291275853
1830,Ni,refined_metal,CHN,EU27,0.3434938369055783
1830,Ni,refined_metal,CHN,CHN,0.0008460339668365289
1830,Ni,refined_metal,CHN,ROW,0.6556601291275852
1830,Ni,refined_metal,ROW,EU27,0.34349383690557833
1830,Ni,refined_metal,ROW,CHN,0.0008460339668365289
1830,Ni,refined_metal,ROW,ROW,0.6556601291275852
1830,Ni,scrap,EU27,EU27,0.29116694388883535
1830,Ni,scrap,EU27,CHN,0.0048440281591370605
1830,Ni,scrap,EU27,ROW,0.7039890279520276
1830,Ni,scrap,CHN,EU27,0.29116694388883535
1830,Ni,scrap,CHN,CHN,0.00484402815913706
1830,Ni,scrap,CHN,ROW,0.7039890279520276
1830,Ni,scrap,ROW,EU27,0.29116694388883535
1830,Ni,scrap,ROW,CHN,0.0048440281591370605
1830,Ni,scrap,ROW,ROW,0.7039890279520276
1830,Sn,concentrate,EU27,EU27,0.12654212882487229
1830,Sn,concentrate,EU27,CHN,0.00037945126482644137
1830,Sn,concentrate,EU27,ROW,0.8730784199103012
1830,Sn,concentrate,CHN,EU27,0.12654212882487229
1830,Sn,concentrate,CHN,CHN,0.00037945126482644137
1830,Sn,concentrate,CHN,ROW,0.8730784199103012
1830,Sn,concentrate,ROW,EU27,0.12654212882487226
1830,Sn,concentrate,ROW,CHN,0.00037945126482644137
1830,Sn,concentrate,ROW,ROW,0.8730784199103013
1830,Sn,refined_metal,EU27,EU27,0.3020388662767664
1830,Sn,refined_metal,EU27,CHN,0.012961630106231482
1830,Sn,refined_metal,EU27,ROW,0.6849995036170022
1830,Sn,refined_metal,CHN,EU27,0.30203886627676635
1830,Sn,refined_metal,CHN,CHN,0.012961630106231479
1830,Sn,refined_metal,CHN,ROW,0.6849995036170022
1830,Sn,refined_metal,ROW,EU27,0.30203886627676635
1830,Sn,refined_metal,ROW,CHN,0.012961630106231479
1830,Sn,refined_metal,ROW,ROW,0.6849995036170022
1830,Sn,scrap,EU27,EU27,0.6392935978287502
1830,Sn,scrap,EU27,CHN,0.00794702029852492
1830,Sn,scrap,EU27,ROW,0.3527593818727249
1830,Sn,scrap,CHN,EU27,0.6392935978287502
1830,Sn,scrap,CHN,CHN,0.007947020298524917
1830,Sn,scrap,CHN,ROW,0.3527593818727248
1830,Sn,scrap,ROW,EU27,0.6392935978287503
1830,Sn,scrap,ROW,CHN,0.00794702029852492
1830,Sn,scrap,ROW,ROW,0.3527593818727249
1831,Zn,concentrate,EU27,EU27,0.3135973684405491
1831,Zn,concentrate,EU27,CHN,0.0019449369543214437
1831,Zn,concentrate,EU27,ROW,0.6844576946051295
1831,Zn,concentrate,CHN,EU27,0.31359736844054903
1831,Zn,concentrate,CHN,CHN,0.0019449369543214435
1831,Zn,concentrate,CHN,ROW,0.6844576946051294
1831,Zn,concentrate,ROW,EU27,0.31359736844054903
1831,Zn,concentrate,ROW,CHN,0.0019449369543214432
1831,Zn,concentrate,ROW,ROW,0.6844576946051295
1831,Zn,refined_metal,EU27,EU27,0.28891186526549834
1831,Zn,refined_metal,EU27,CHN,0.0015980478255724457
1831,Zn,refined_metal,EU27,ROW,0.7094900869089293
1831,Zn,refined_metal,CHN,EU27,0.2889118652654983
1831,Zn,refined_metal,CHN,CHN,0.0015980478255724457
1831,Zn,refined_metal,CHN,ROW,0.7094900869089292
1831,Zn,refined_metal,ROW,EU27,0.28891186526549834
1831,Zn,refined_metal,ROW,CHN,0.0015980478255724455
1831,Zn,refined_metal,ROW,ROW,0.7094900869089292
1831,Zn,scrap,EU27,EU27,0.5656378354528668
1831,Zn,scrap,EU27,CHN,0.1840331778212685
1831,Zn,scrap,EU27,ROW,0.25032898672586457
1831,Zn,scrap,CHN,EU27,0.5656378354528668
1831,Zn,scrap,CHN,CHN,0.1840331778212685
1831,Zn,scrap,CHN,ROW,0.25032898672586457
1831,Zn,scrap,ROW,EU27,0.5656378354528668
1831,Zn,scrap,ROW,CHN,0.18403317782126852
1831,Zn,scrap,ROW,ROW,0.25032898672586457
1831,Ni,concentrate,EU27,EU27,0.0040127325551739396
1831,Ni,concentrate,EU27,CHN,0.00010162279903577454
1831,Ni,concentrate,EU27,ROW,0.9958856446457902
1831,Ni,concentrate,CHN,EU27,0.00401273255517394
1831,Ni,concentrate,CHN,CHN,0.00010162279903577454
1831,Ni,concentrate,CHN,ROW,0.9958856446457902
1831,Ni,concentrate,ROW,EU27,0.00401273255517394
1831,Ni,concentrate,ROW,CHN,0.00010162279903577455
1831,Ni,concentrate,ROW,ROW,0.9958856446457903
1831,Ni,refined_metal,EU27,EU27,0.3434938369055783
1831,Ni,refined_metal,EU27,CHN,0.0008460339668365289
1831,Ni,refined_metal,EU27,ROW,0.6556601291275853
1831,Ni,refined_metal,CHN,EU27,0.3434938369055783
1831,Ni,refined_metal,CHN,CHN,0.0008460339668365289
1831,Ni,refined_metal,CHN,ROW,0.6556601291275852
1831,Ni,refined_metal,ROW,EU27,0.34349383690557833
1831,Ni,refined_metal,ROW,CHN,0.0008460339668365289
1831,Ni,refined_metal,ROW,ROW,0.6556601291275852
1831,Ni,scrap,EU27,EU27,0.29116694388883535
1831,Ni,scrap,EU27,CHN,0.0048440281591370605
1831,Ni,scrap,EU27,ROW,0.7039890279520276
1831,Ni,scrap,CHN,EU27,0.29116694388883535
1831,Ni,scrap,CHN,CHN,0.00484402815913706
1831,Ni,scrap,CHN,ROW,0.7039890279520276
1831,Ni,scrap,ROW,EU27,0.29116694388883535
1831,Ni,scrap,ROW,CHN,0.0048440281591370605
1831,Ni,scrap,ROW,ROW,0.7039890279520276
1831,Sn,concentrate,EU27,EU27,0.12654212882487229
1831,Sn,concentrate,EU27,CHN,0.00037945126482644137
1831,Sn,concentrate,EU27,ROW,0.8730784199103012
